,GoodForKids,HasTV,perms,monday,jukebox,extensions,Music,HappyHour,wednesday,kids,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,curly,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,coloring,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
2409,False,True,,,,,,True,,,,,,,,,2,True,False,False,True,,,,,,u'full_bar',,False,False,,False,False,False,,False,False,,,False,True,,False,,,,,,,,,,False,,,True,,,,False,True,True,,False,False,,'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,28420,3.4042553191
2410,True,False,,,,,,,,,False,,,,,,2,True,False,False,True,,,,,,'none',,False,True,,,True,True,,True,False,,,False,,,True,,,,,,,,,,False,,True,True,,,,False,True,True,,False,True,,,False,,True,'free',False,u'casual',,True,False,False,,False,True,,,True,102749,4.223880597
2411,True,False,,,,,,,,,,,,,,,1,,,False,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,'free',,'casual',,,,,,,True,,,False,106062,3.2857142857
2412,True,,,,,,,,,,,,,,,,2,,,False,True,,,,,,,,,,,,True,,,,,'no',,,,,True,,,,,,,,,,,,,,,,,,True,,,False,,,,False,,True,,,'casual',,,,,,False,True,,,,138739,3.1
2413,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,True,True,True,False,,,,u'full_bar',,False,True,True,False,False,True,,False,False,,,False,False,,False,,,False,False,False,False,,False,False,False,,True,True,False,,,True,False,True,,True,False,,u'average',False,u'no',True,'free',False,'casual',,False,False,False,,False,True,False,,True,28600,3.8259587021
2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,,,,171173,1.875
2415,,,,,,,,,,,,,,,,,,False,,True,True,,,,,,,,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,,False,False,,False,,,,False,,True,,False,,,,False,False,,False,True,,,,92242,3.976744186
2416,False,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,,False,'casual',,,False,False,,False,True,,,True,71945,4.0714285714
2417,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,122278,3.5441860465
2418,False,True,,,,,,,,,,,,,,,2,False,,True,,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,True,,False,,,u'very_loud',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,120421,3.8333333333
2419,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150825,3.75
2420,True,False,,,,,,,,,,,,,,,1,True,True,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,True,False,False,,False,True,,u'quiet',False,,True,'free',False,'casual',,True,False,False,,False,True,,,False,18241,3.4864864865
2421,True,False,,,,,,True,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,False,,False,,,,,,,,,,False,,,,,,,False,,False,,,False,,,,,True,'no',False,'casual',,False,False,False,,,True,,,True,156678,3.2
2422,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,False,,,u'beer_and_wine',,False,True,,,False,True,,False,False,,,False,,,True,,,,,,,,,,False,,True,False,,,,False,False,False,,True,False,,u'average',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,137814,4.1379310345
2423,False,True,,,True,,,True,,,True,,,,,,2,,,True,True,,False,False,,,'full_bar',,,,,True,False,,,,,,,,False,,False,,,,False,False,False,,,False,,,True,,False,,,,True,False,,False,,,u'quiet',False,u'outdoor',True,u'free',,,,,,,,False,False,,,True,177981,3.4117647059
2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77398,2.8571428571
2425,True,False,,,,,,True,,,True,,,,,,2,True,False,True,True,,,False,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,True,True,,,,False,False,True,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,102799,3.8076923077
2426,False,True,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,127314,2.8903225806
2427,True,True,,,,,,,,,True,,,,,,2,False,,False,True,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,,False,False,,False,,,'average',False,,True,,False,'casual',False,,False,False,,False,True,,,True,29729,4.0
2428,True,False,,,,,,,,,True,,,,,,2,True,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,True,,u'average',False,,True,u'no',False,u'casual',,True,False,False,,False,True,,,True,950,3.1904761905
2429,True,True,,,,,,,,,,,,,,,2,False,,False,True,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'quiet',False,,True,,False,'casual',,,False,False,,False,True,,,True,68475,2.6923076923
2430,True,True,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,True,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,77702,2.6158940397
2431,True,False,,,,,,,,,False,,,,,,2,True,False,False,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'very_loud',False,,False,'free',False,u'casual',,False,False,False,,False,True,,,,160049,2.6153846154
2432,False,True,,False,False,,,,True,,,,,,,False,2,True,,False,True,False,False,,,,u'full_bar',,False,,True,,True,,,False,False,,,False,,,False,,,True,False,False,False,,False,,False,,,False,False,,,,False,False,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,False,,True,76613,3.8113207547
2433,True,,,,,,,,,,,,,,,,2,False,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'quiet',False,,True,,False,u'casual',,,,False,,False,,,,,130948,3.6666666667000003
2434,True,True,,,,,,,,,,,,,,,2,False,,False,,,,,,,,,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,149850,3.0
2435,True,True,,,,,,,,,,,,,,,2,False,,False,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,,False,,False,True,,,,71123,3.8
2436,True,True,,,,,,True,,,True,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,True,,,True,True,,True,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,u'no',True,'free',False,'casual',,False,,False,,False,True,,,True,105642,3.4115044248
2437,False,True,,False,False,,,True,True,,False,,,,,False,1,True,False,False,True,True,False,,,,u'beer_and_wine',,False,False,False,False,True,False,,False,False,,,False,False,,False,,,False,False,False,False,,False,False,False,,False,False,False,,,False,False,False,,False,False,,u'average',False,u'outdoor',False,'free',False,'casual',,False,False,False,,False,False,True,,True,83746,4.6981627297
2438,False,False,,,,,,,,,,,,,,,3,False,False,True,True,,,,,,'full_bar',,False,True,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,False,,True,False,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,True,True,,,True,125290,3.8059701493
2439,,,,,,,,,,,,,,,,,2,,False,False,,,,,,,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,False,,,,,,'no',,'casual',,False,,,,,True,,,,155810,5.0
2440,True,False,,False,False,,,True,False,,True,,,,,True,2,True,True,False,True,True,False,,,,u'full_bar',,True,True,False,False,False,True,,True,False,,,False,False,,False,,,False,False,False,False,,,,False,,,False,False,,,False,True,True,,False,False,,u'average',False,u'outdoor',True,u'no',False,u'casual',,False,False,False,,False,True,True,,True,122443,3.5279187817
2441,True,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,,False,,True,,False,u'casual',,,False,False,,False,True,,,True,106343,3.0
2442,False,False,,False,False,,,True,False,,True,,,,,False,4,False,False,True,,True,False,,,,u'full_bar',,False,False,False,True,False,False,,True,False,,,False,True,,False,,,False,True,False,False,,False,,False,,,False,False,,,False,False,False,,False,False,,u'very_loud',False,,True,u'no',False,u'dressy',,False,,False,,False,False,False,,True,144989,2.7741935484
2443,True,False,,,,,,,,,,,,,,,1,False,False,False,False,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,True,False,,False,True,,u'loud',False,,False,,False,u'casual',,False,False,False,,False,True,,,True,118995,3.5757575758
2444,True,False,,,,,,,,,False,,,,,,2,False,False,False,,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'quiet',False,,False,u'no',False,u'casual',,False,False,False,,False,True,,,False,64684,3.3
2445,True,True,,,,,,,,,True,,,,,,3,True,False,True,,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,u'average',False,,True,'no',False,'casual',,False,,False,,False,True,,,True,56680,3.3703703704
2446,True,False,,,,,,,,,,,,,,,3,True,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,True,True,,False,,,u'average',False,,True,u'free',True,u'casual',,,False,False,,False,,,,False,7833,4.1818181818
2447,False,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,True,,False,False,,u'average',False,,True,'no',False,u'casual',,False,False,False,,False,True,,,True,66549,3.6506849315
2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126431,3.25
2449,True,True,,False,False,,,False,False,,True,,,,,False,2,True,False,True,,True,False,False,,,u'full_bar',,False,True,False,False,False,False,,False,False,,,False,False,,False,,,False,False,True,False,,False,,False,,True,True,False,,,False,True,False,,False,False,,u'quiet',False,u'outdoor',True,u'free',False,'casual',,False,,False,,False,True,False,,True,20540,3.4
2450,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,62380,3.3333333333
2451,True,False,,,,,,,,,,,,,,,2,True,False,False,,,,,,,u'full_bar',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,True,,'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,189565,3.25
2452,False,True,,False,True,,,True,False,,True,,,,,False,2,False,False,True,True,True,,False,,,u'full_bar',,False,False,False,False,True,False,,False,False,,,False,True,,False,,,True,,,,,,False,False,,,True,,,,False,False,True,,False,False,,u'loud',False,u'outdoor',True,u'free',False,'casual',,False,True,False,,False,True,True,,False,17539,3.9375
2453,True,True,,,,,,,,,True,,,,,,2,False,False,False,True,,,,,,'beer_and_wine',,False,False,,,False,False,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,True,True,,False,False,,'quiet',False,,True,u'free',False,'casual',,True,True,False,,False,True,,,True,28882,4.4307692308
2454,True,True,,,,,,,,,True,,,,,,2,True,False,False,True,,,,,,'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,True,False,False,,False,False,,u'loud',False,,True,'no',False,'casual',,False,False,False,,False,True,,,False,3258,4.2236842105
2455,True,True,,False,False,,,True,False,,True,,,,,False,2,True,False,True,,False,False,False,,,'full_bar',,False,False,False,False,True,False,,False,False,,,False,True,,True,,,False,True,False,False,,,,False,,True,True,False,,,False,False,False,,False,False,,'loud',False,u'no',True,u'free',False,'casual',,False,False,False,,False,True,True,,True,36789,4.1290322581
2456,False,True,,,,,,,,,True,,,,,,3,False,False,True,True,,,False,,,u'full_bar',,False,True,,,False,False,,False,False,,,True,,,False,,,,,,,,,False,False,,True,True,,,,False,False,False,,True,False,,u'average',True,,True,u'no',False,'casual',,False,False,False,,False,True,,,False,22499,4.1549295775
2457,False,False,,,,,,,,,True,,,,,,3,False,True,True,,,,False,,,u'full_bar',,False,True,,,False,True,,True,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,121353,3.6197183099
2458,True,True,,,,,,,,,,,,,,,1,False,False,False,True,,,,,,,,False,False,,,,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,,False,,,False,,,,,True,'no',False,'casual',,False,False,False,,,True,,,,169979,2.8571428571
2459,True,True,,,,,,,,,True,,,,,,2,False,False,,,,,,,,'beer_and_wine',,False,False,,,False,False,,False,False,,,False,,,True,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,'quiet',False,,True,'free',False,u'casual',,False,,False,,False,True,,,,62202,3.5625
2460,True,True,,,,,,True,,,,,,,,,2,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,False,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,u'no',True,u'free',False,u'casual',,False,False,False,,False,True,,,False,31576,3.7756410256
2461,True,False,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,u'none',,False,False,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,True,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,150564,2.375
2462,False,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,u'average',False,,True,'free',False,'dressy',,,False,False,,False,True,,,True,63932,4.0
2463,False,False,,,,,,,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,True,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,178776,3.9008264463
2464,False,False,,,False,,,True,,,True,,,,,,2,False,,True,True,,False,,,,u'full_bar',,False,,,,True,,,False,False,,,False,True,,False,,,,False,False,False,,False,,False,,True,,False,,,,False,True,,False,,,u'average',True,u'outdoor',True,,False,,,,False,False,,False,,,,,38393,4.8461538462
2465,False,True,,False,,,,True,False,,True,,,,,True,2,,False,True,True,True,,,,,u'none',,,True,False,False,True,True,,,,,,,False,,True,,,False,,,,,,False,,,True,True,,,,False,False,True,,False,False,,u'average',False,u'outdoor',True,'free',,u'casual',,False,,,,False,True,True,,True,30814,3.7914979757
2466,True,True,,,,,,,,,,,,,,,2,False,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,True,,,u'average',False,,True,u'free',False,'casual',,,False,False,,False,True,,,,85433,2.6818181817999998
2467,True,,,,,,,,,,,,,,,,2,,,False,True,,,,,,u'full_bar',,,,,,True,,,,,'yes_free',,,,,False,,,,,,,,,,,,,,,,,,False,False,False,False,,,,False,,True,,,'casual',,,,,,False,True,,,,127039,3.3333333333
2468,True,True,,,,,,,,,,,,,,,2,False,False,False,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,False,92622,3.8269230769
2469,True,True,,,,,,,,,,,,,,,2,False,,False,True,,,,,,'none',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,'average',False,,True,'no',False,'casual',,,False,False,,False,True,,,,73191,3.0
2470,False,True,,False,False,,,True,False,,True,,,,,False,2,True,False,False,True,True,False,,,,u'beer_and_wine',,True,True,False,False,True,True,,True,False,,,False,False,,False,,,True,False,True,False,,False,,False,,,False,False,,,False,True,True,,False,False,,u'loud',False,u'no',True,'no',False,u'casual',,False,False,False,,False,True,True,,True,191697,4.1055956679
2471,True,True,,,,,,True,,,True,,,,,,2,False,False,True,,,,,,,u'full_bar',,False,False,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,True,,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,,False,,False,True,,,True,33840,3.8125
2472,False,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,False,185574,3.5714285714000003
2473,False,True,,,,,,,,,True,,,,,,2,False,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,True,,,False,,,,,,,,,False,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,'casual',,False,False,False,,False,True,,,True,7441,3.8192771084
2474,False,True,,,,,,,,,,,,,,,1,False,,False,False,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,True,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,True,134901,3.4347826087
2475,True,False,,,,,,,,,False,,,,,,1,False,False,False,True,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,u'quiet',False,,True,,False,u'casual',,True,False,False,,False,True,,,True,161338,4.75
2476,False,True,,False,False,,,,False,,,,,,,True,2,True,,True,True,True,False,,,,u'full_bar',,False,,False,,True,,,False,False,,,False,True,,False,,,False,False,False,False,,False,,False,,,False,True,,,,False,False,,False,,,u'very_loud',False,,True,u'no',False,u'casual',,,False,False,,False,False,True,,True,154247,3.619047619
2477,False,True,,,,,,,,,,,,,,,3,False,False,True,True,,,,,,'full_bar',,False,True,,,True,False,,False,True,,,True,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,'dressy',,False,False,False,,False,True,,,False,102458,4.2426160338
2478,,True,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,False,False,,,False,,,,,True,False,,False,,,'average',False,,True,u'free',False,,,,True,False,,False,True,,,True,174502,4.3333333333
2479,False,False,,,False,,,True,,,True,,,,,,2,True,False,True,True,,False,False,,,u'full_bar',,False,True,,False,False,True,,False,True,,,True,False,,False,,,,False,False,False,,False,False,False,,True,False,False,,,False,True,True,,True,True,,u'average',True,u'outdoor',True,u'no',False,'dressy',,True,False,False,,False,True,,,True,20633,3.5
